case,A10-3,A10-4,A20-1,A20-3,A20-4,BR1,DR1,G20-1,G20-2,G20-4,HR2,HR4,HR5,HS1,HS2,LR1,LS2,LS3,PK1-1,PK1-2,PK1-3,PK1-4,PK2-1,PK2-2,PK2-3,PK2-4,PK6-3,PK6-4,PW3-2,PW3-3,TR1
76,0.3357921020321755,0.3118928477841493,0.2781520195795522,0.355510215177262,0.3473013629332705,0.3543110129209523,0.1925737412143313,0.11203917024760525,0.1554324015237479,0.03241264370771273,0.11902102920730637,0.21986456977940072,0.25702826292960257,0.22640125333306133,0.21033225462904162,0.17130030231517898,0.19673241092630891,0.08972771506591878,0.23882190534870754,0.27936461754960007,0.33537149501990166,0.3189246773424149,0.27697151773199696,0.3621966012564411,0.4039466329844692,0.1699619589272128,0.1474208606002904,0.18867201413607923,0.055946311652665934,0.07603416729074038,0.08998305946706078
77,0.3196720130970063,0.29480566911293116,0.24841395019763968,0.3273627306813066,0.31960032687260065,0.3219686077756735,0.1677604375895134,0.08315107517848004,0.1218753498825634,0.020256348169718365,0.09877115240384206,0.19646083089293798,0.23135439401262,0.1917646408676282,0.16817019535644878,0.14919746337038492,0.17312954072709963,0.06274711111708038,0.20301621380804105,0.24411459250885467,0.3063175728593883,0.2915639188983743,0.2453723724041389,0.33341088383394996,0.376237594529551,0.14412906634987002,0.11502909453213084,0.15222440926679484,0.042373385340317496,0.06067192490174652,0.08295167284187922
78,0.3302057364413817,0.30690051371984756,0.26037661105209314,0.3360544236179606,0.3392879394812796,0.2840019446613012,0.18500237840587586,0.10232667214775172,0.1456456725206879,0.027531421613450676,0.10311219136597775,0.20077024998927528,0.23728732445294837,0.19696552313144286,0.17989648658436308,0.15558065788002295,0.18350309767143436,0.08250599975349973,0.22217324420542992,0.26397645864284175,0.32464360643801554,0.30961572533603793,0.2651472159437512,0.35501075564825946,0.3994312015806399,0.1574073488358638,0.13704255014584532,0.17871706550983285,0.05052238043940241,0.07009327272185778,0.08759720614425172
79,0.3040179788723599,0.27925100645471274,0.22516997661794863,0.3058418409919251,0.29825047624653733,0.2963083262469227,0.14208680549301256,0.0689820959042814,0.10471506581357047,0.01514233384901049,0.07959174429892184,0.17235318816176462,0.21107199561823858,0.16153415602283216,0.13792463354091908,0.1071811874301365,0.14360701228086623,0.05137126043559559,0.17194101445371465,0.2122268756629792,0.27708147918446824,0.2637694576292005,0.213302364902092,0.305629411920413,0.35189659143416313,0.11359209876686069,0.09805286139895568,0.13198424138097264,0.0341789495969488,0.05016505976796762,0.0707906477226112
80,0.3035371770638304,0.2796207639595056,0.21761357904360373,0.30026885167171463,0.2938385075813748,0.29680689945726474,0.12731980725003814,0.05044736837991987,0.07987981267328292,0.01115898662718275,0.07310283078053177,0.16578133236700474,0.21431045005266494,0.15028305497147032,0.12705829841501182,0.097460755627246,0.12473077890996605,0.042987963242408486,0.17306151051919758,0.2160204903569457,0.2879055218106889,0.2765889495689678,0.22761129691695509,0.3199373282770085,0.36509157290241323,0.13303397927185345,0.0795944173862937,0.11031872091949475,0.029776387427613404,0.046587742344922,0.06978397719268481
81,0.3231225914829368,0.2984111486913643,0.253030124122282,0.33209202172974406,0.3243540292366718,0.3225571238273171,0.17417747355327265,0.08431154090649981,0.12371640510578039,0.020774675431686502,0.10143900326195733,0.2017476232746964,0.23622010651865705,0.19811586988275984,0.1741339775915868,0.15439245072760543,0.1774570386315358,0.06253037878743986,0.21097608549517574,0.2530559860000926,0.3152872332614461,0.3001259545921758,0.2556491437779552,0.343020393181744,0.3861065866960193,0.1559892656745548,0.11723301613220338,0.15531459845060255,0.044037217537834475,0.06294584603355187,0.08504674417094792
82,0.3168070199655742,0.3038683451988961,0.11020777406505444,0.1630397392506475,0.24107233048579593,0.1225172909464973,0.1240705259833862,0.10766191225037595,0.15341591268896054,0.03020444341416898,0.05028414496382824,0.09083069682178252,0.11558512915308382,0.07249113961353555,0.07094263725392802,0.08198146778102734,0.07448498183684502,0.07939387989871681,0.13124570838815378,0.17093421484805102,0.2267943566758597,0.29659124103232704,0.2033045229992122,0.28765727743010994,0.33836673218024677,0.1457018793081338,0.138643099800038,0.19061690278340634,0.05260281911213899,0.07343641871088406,0.05049267163707771
83,0.331801425746503,0.3078477397591306,0.27015389085884584,0.346922076245174,0.33898275549316914,0.3411325060424197,0.18921108274178003,0.10376309179885658,0.14553957059738054,0.028904745728136595,0.1135146525750965,0.2089264834535781,0.24753789759431377,0.2198193374398441,0.19672979494856635,0.16302280718707987,0.1932289648644347,0.07256694625733771,0.23041967598036184,0.26974539368012235,0.3271120523812668,0.3105624903416617,0.2675951824136767,0.3520677348485517,0.3931602660277624,0.16356779263056292,0.13777116463057923,0.17764974887586857,0.05231596876216219,0.07191002511395499,0.08872195671442401
84,0.2977013590317209,0.27403803705842616,0.20823059000028257,0.2910995909558735,0.28447942701437456,0.2951729458121673,0.1151324045244569,0.042983855173445405,0.06906456587562576,0.009454146355032885,0.06654022821510179,0.15424886247568623,0.20735121833938028,0.13666733026687267,0.11557294012365577,0.0929982640658744,0.11216605928867508,0.03913071072673837,0.1634348658489328,0.20597643475007035,0.2786467005569621,0.26892091663473794,0.2192279741362212,0.3112209495205458,0.3553215203196917,0.12683639473854225,0.07091231166835223,0.09904482809297518,0.026701879634733177,0.042421670841550435,0.0658462075534955
85,0.3384896496703474,0.3147537201524855,0.2816835767170661,0.3583392505091822,0.35310499330119377,0.3046506993789234,0.19394934528993288,0.1150812879019731,0.15976289779158326,0.03341919663526452,0.11908998279777645,0.21692317106888423,0.2533880936772057,0.22368360467655135,0.21295625139894542,0.17058516512252178,0.19924319567749904,0.09645544271801039,0.2460997255187445,0.2878574336397026,0.3446754187625379,0.32827924785692314,0.2873508624542591,0.37453928978566153,0.41763605532288783,0.18374102842265133,0.1519033199902284,0.19516400174136916,0.057915993131167534,0.0784585514224664,0.09092794654223274
86,0.27901267457116724,0.25628803629048574,0.18609911742625274,0.2698956471624806,0.26330254809455084,0.2693291308155999,0.08574564652397382,0.03588403027561539,0.0583908627707406,0.007633162480627866,0.051179709305716956,0.1254590944517147,0.18112979255424494,0.1071013038015438,0.08750564373303252,0.06426703455270298,0.07971138469179673,0.03259739670090766,0.1372325397295597,0.17851305596701794,0.2504413251137277,0.24375737669988093,0.19238041506300346,0.2856819693828032,0.3324163870201185,0.10374636268258909,0.05955543586290779,0.08399513146991562,0.021491218315687274,0.03439534917722002,0.052780758880046935
87,0.32202925156591705,0.3045735865135751,0.1437394977531763,0.1996992488467457,0.2787899368329829,0.1534931483773597,0.1288832106694277,0.08989179969751933,0.13233238770482725,0.02220914005709322,0.0567032371506005,0.10339125925799615,0.13178103749059755,0.08418575263934372,0.09622031918680282,0.10408957722392499,0.07943469373692806,0.05145454286998906,0.15306773992358022,0.1972751626345079,0.263981189834891,0.2975324900754796,0.21209574726866975,0.30156294603869127,0.35331969369681127,0.14029984562231756,0.12085324971488841,0.16571795327656347,0.04456676289762096,0.06395318450522786,0.0464101041573555
88,0.2762945293666038,0.2720333232298298,0.06278813558170494,0.1128181975115195,0.17341758354492057,0.08053319228625691,0.06254655523291855,0.0918855565882051,0.13622649898262962,0.024285634205178555,0.01903295388864874,0.051448592823506625,0.07567461405075074,0.019793120571183143,0.036341334259480024,0.03978599394888729,0.036080369073577236,0.04259824926816213,0.058209976879083115,0.08859484937972209,0.13398092251612675,0.22263260475758,0.1438820037478426,0.22843883709527793,0.27671177552496,0.10466235118330361,0.12084501579536368,0.17502510081505215,0.045095464921706685,0.06597504390113945,0.034419799967192424
89,0.3099187806869086,0.2862112600459923,0.2270944358811618,0.3107781931512164,0.3047539761985455,0.28962473014297463,0.13658979396059884,0.05749746668711136,0.09001255175274048,0.012765451674044626,0.07767908288848893,0.17556421799857272,0.2212055379317264,0.1577652962452085,0.13484756156679295,0.10724738335008797,0.1357917110764259,0.045833210650664105,0.1825230991005468,0.22788917734717679,0.29951931285424793,0.28641902382157713,0.23816000014104696,0.331641940701094,0.37746908659820116,0.13982927153837774,0.08808442174873622,0.12137581056497744,0.03279021112864086,0.050453764903498864,0.0729171968230849
90,0.3404131847905496,0.31591786237082425,0.28817066645390477,0.3624482021175686,0.35745531002945324,0.3211550991835262,0.2024787028728744,0.12309099787145515,0.1682358077436879,0.03750569992845455,0.12561774232744874,0.22548934624954994,0.2577102094494248,0.23139316806082563,0.2130826326666867,0.1836098803025078,0.20512810791578517,0.09902876758143221,0.25517844659635436,0.29422186062841554,0.34792319808541605,0.3315945881213749,0.29240259585710093,0.3763725276538375,0.417966227329977,0.18909142453255012,0.16019002808453045,0.20343642039716625,0.061847241393689335,0.08224388759444157,0.09629440206730885
91,0.34045321652192234,0.31576225016516046,0.2877213135290799,0.36468097374736275,0.3563573081976636,0.35053055416715734,0.19718564719598622,0.12193292057421981,0.1662982625106842,0.03722200176640952,0.12555436674991413,0.22990369674652256,0.26532277708590946,0.23708800573944383,0.22493635769512962,0.1744654102601551,0.20441409547363923,0.09703322314519709,0.25117180049420434,0.2913186794495494,0.34566692731773885,0.328700114908299,0.28856180221000804,0.37298629554402235,0.41423898567698697,0.1807974488733231,0.15854999136413642,0.20050318276584386,0.06086847296697657,0.08130828004093722,0.0914986662272912
92,0.32929487068011154,0.30463215551009365,0.2640500624942481,0.34330671241356947,0.33537825035402846,0.33583759271319646,0.17838131180049502,0.09304525966159978,0.13410294917770832,0.02421618797723095,0.10674113114552364,0.21009057993910782,0.24735460048067984,0.21167126556204988,0.18641645815089425,0.1536887493049793,0.18022594668218284,0.06508507948647652,0.22435927615821638,0.2680474115504023,0.32845762499813586,0.3124498952488802,0.2694617229077208,0.35695327716322417,0.3993338652746396,0.17024655045558384,0.1274672307497798,0.167293975209918,0.04850663843846734,0.06841984519530366,0.08407139142409671
93,0.3406230262349953,0.31605394113093416,0.2863834667862676,0.3617737872479238,0.35647438455438735,0.30702639189728287,0.19931315211482245,0.11978938751930555,0.16477471622427728,0.035768039612039386,0.12122821147312242,0.22441167416529847,0.25716458331113545,0.22929958836104214,0.21104920950200762,0.17752108934885458,0.20029446021079061,0.09708593897723747,0.25286284818160776,0.2928137147671758,0.3484333944179623,0.3319833432744607,0.2924747244571345,0.37774689331935724,0.42004736537885173,0.18998978827300314,0.15696658912976164,0.2003658550869085,0.060477426453134656,0.08101962531954837,0.0918166371738683
94,0.3184896149741057,0.29340842276289125,0.24604732431060122,0.32637686953185996,0.3184671882167638,0.31453317432380273,0.1614109263490055,0.08156267416306383,0.12051186237820252,0.019433058902147405,0.0924525762564367,0.19338010366715636,0.22994856379682974,0.185697056231184,0.15781137636333065,0.1399570771695082,0.16317206316084648,0.057484646836604515,0.19758642566729726,0.24198672688737455,0.30470252969153316,0.29000469132382717,0.24261977460497688,0.3336963532889222,0.37814967516799125,0.13957408339930819,0.11348548978556461,0.15084181359071094,0.04109627533879511,0.05925197671736256,0.0779323111671696
95,0.30113619625229726,0.28859628499314877,0.10231791815237128,0.160314448425456,0.2376893038959398,0.1176657291091004,0.08574894301654774,0.07618759379228518,0.11622492168513693,0.018233667219713617,0.02756308239779886,0.06904344032142584,0.09555261994135236,0.039977483401900216,0.05006735410629924,0.05311025791185058,0.04672564880175197,0.04895285774542671,0.10228487272620657,0.14335670396437789,0.20621555786937734,0.2645397083730351,0.1694828535801936,0.2592896695403059,0.3120966001608695,0.11383669592969162,0.10458467151133981,0.14883398825481178,0.037783148813141966,0.05611792423712423,0.03469864454729446
96,0.3315873367318858,0.30606535276267544,0.2665579149333498,0.3446514793752818,0.3368094808864994,0.3151958336376649,0.18600482006228802,0.09759549487337635,0.13929060075154326,0.026117728403720203,0.11047442467708248,0.20697422999048384,0.24968594840860311,0.21482269035301416,0.18695339980348102,0.15702388994109395,0.18970118935548402,0.08661212095196436,0.22778319558731264,0.26908724192810224,0.327757556798791,0.3123158955061414,0.269203775727166,0.3552216042040919,0.3973187705772742,0.16846170387155876,0.13195576350616758,0.17205502526047378,0.05017989115326219,0.06997320164288169,0.08848818175238728
97,0.26326475791735754,0.24167334891048445,0.16655767258194276,0.2512314579808873,0.2462759081609544,0.240768772474182,0.06804858492947503,0.025451004885905154,0.04244816267471048,0.005454018034952995,0.03946205646271176,0.09834167840122518,0.1576111409952143,0.08537951126228752,0.0707786126515496,0.050748094763666825,0.055112541385313206,0.025324982994455784,0.12143348092893262,0.15652245952995317,0.23211139467136666,0.22987286781365876,0.17401391025330235,0.27079817749002544,0.3190657856122796,0.09311400497560411,0.04568926575948577,0.06598077107064762,0.0168356804299084,0.028152472613009412,0.0454551350835879
98,0.33538433563758985,0.312144553185423,0.22377473714715423,0.2798793937797922,0.3285448799519866,0.23112910783516408,0.1795808729952565,0.1079048059976029,0.15257975648466365,0.02960789156578265,0.0869256640304581,0.16658146170496788,0.20008873300440638,0.16056460273294776,0.17107943832034725,0.15195384987957639,0.15273526321215788,0.05755520193221245,0.2117711994372491,0.25732094971462965,0.3200075834420517,0.32152780126101316,0.26220378008478346,0.35233571850819223,0.4001788015966818,0.16723951523006128,0.14300888819601923,0.18728141539544985,0.05327963953695382,0.0734986619563487,0.07855765141236178
99,0.2816854987894019,0.2582542026083815,0.1916202768804339,0.27479478376149297,0.26801034126793694,0.28279136314759995,0.09868548756640506,0.04316804785687703,0.06911899961513636,0.009134642695551367,0.05534720967149267,0.13624129304041044,0.18477577352107044,0.11645176728781262,0.0927538600491421,0.06991023700198383,0.09510498295859036,0.03565091246580541,0.13958977289026422,0.18015508161745739,0.24997343641531172,0.24161166989226004,0.1898346832773844,0.28449927295058536,0.33209666605711635,0.10111854987632772,0.0676413825882477,0.09418053979666728,0.023540377768035674,0.03683533690293626,0.05484346162852581
100,0.3400929147005532,0.3185524660518988,0.20518697766837554,0.25704998530900763,0.32233779222483,0.19527815425083725,0.1857264273981872,0.1199312649193029,0.1661985460381526,0.03498409661771,0.0847196251106629,0.15678864615682517,0.1889539071673988,0.15377895818754664,0.1617512848608804,0.13923821635731068,0.13511011342469953,0.08927327046459566,0.21333194926642574,0.25825754522902666,0.3182262499805076,0.3334625926429131,0.26704323481915565,0.3549994397531738,0.4032920318934767,0.17934941906044877,0.1551650453688734,0.20245232932257706,0.05920046608456885,0.08013358339844881,0.0773254267254472
101,0.3282554231180998,0.3046020921589242,0.24822875997332086,0.31907795693850355,0.33321247198061005,0.26775713956841507,0.18077097201221126,0.09577328053810988,0.1380237541920214,0.02492268245457128,0.09876043858536024,0.18572996062115063,0.22158817779363268,0.1847307490405508,0.18150430818337554,0.1605986743999761,0.1754507882819314,0.05245485801684964,0.21617852745665278,0.2573648583425705,0.3202585884535041,0.30713575264605797,0.2610288110462912,0.3498481370049145,0.3947699730439948,0.15862419556710952,0.1297751085660432,0.1704664242198882,0.048234375860374844,0.0675413557203828,0.08642344833957333
102,0.31479615675602024,0.28995725944311124,0.2373333556986026,0.31837334654311694,0.3110544553367629,0.30628609490732067,0.14885272299486726,0.07047469664721139,0.10679970717348683,0.01586292209371379,0.08452344473749958,0.1859604370563932,0.22557222812610694,0.1753311995670138,0.15130458145466216,0.11943275041538869,0.14581372873563028,0.05355854078758787,0.1907871702251577,0.23455338770696368,0.3013388931907665,0.28784631761439144,0.23998754907993305,0.33198137986470116,0.3767033694274391,0.14134924461510423,0.10178889886766915,0.13728765249931696,0.037311426907982,0.05505433540096875,0.07593432442472244
103,0.3092385071449744,0.2848314353720638,0.22932976846974112,0.3114822884098232,0.30435580451295935,0.3033194288222409,0.1409031658103292,0.06625171326124538,0.1014728797246141,0.014652692504652058,0.08051681063990176,0.1780098058448051,0.21867692026913438,0.16322546340713123,0.13866963473822835,0.10929882397402012,0.144125779719552,0.05096237445690719,0.18040154135676048,0.22480848218198157,0.29195995842977096,0.27923392472105457,0.22962808299966678,0.3235673361562305,0.36957054635727615,0.13099295862250523,0.09647746337290496,0.13068528148402037,0.03462077515898538,0.05154480586993015,0.07253177617285175
104,0.2783064322872313,0.25586029370393293,0.17157066008935706,0.26429534573945923,0.2589522957010219,0.2472094251941587,0.05646949671906197,0.010756851688542532,0.021036507338984645,0.0025595230067115894,0.036556522167599206,0.07921990324742495,0.1822368990185793,0.06821920661435334,0.06152006479596597,0.04384282806995895,0.04579851457754132,0.020053484512429505,0.13203565063635736,0.18080247875208125,0.25685657549391566,0.2567893108211442,0.19938006547989495,0.2939353798698033,0.33947258422756826,0.10824472706479302,0.03442909694191276,0.05372307274635148,0.016140361100537612,0.03202554011334556,0.04504057801209038
105,0.32337469036755495,0.29806642320930665,0.25167161591664283,0.3313051423448687,0.32369187179970405,0.3333615539154515,0.1665294499722586,0.08075155499688798,0.11892309229995007,0.01953091551881029,0.09948186865914453,0.1989281247360111,0.23698649406564984,0.1964885625052756,0.1721334726444115,0.15162762578207095,0.17760852129386004,0.06282331697723244,0.21027008187712068,0.2533428647542622,0.31646242742718306,0.30141827438881325,0.2570106665256217,0.34443410743276626,0.386615462425941,0.1585198103055246,0.11368722715611491,0.15099821412609615,0.04317511165475718,0.06215782756288524,0.08130848462683726
106,0.3137821330692728,0.28917009041632474,0.23389879262232977,0.31507791252605194,0.3076798332563451,0.31414645294853816,0.14476911688009,0.06443435097644377,0.09867080565909833,0.014524237975107157,0.08232886207965634,0.18372475795174692,0.22539429923894636,0.17277054455301258,0.14923992760273327,0.11205061345959785,0.150402709772928,0.051881076585492784,0.1896471047326546,0.23333041924957898,0.30083870299400584,0.28761220752721056,0.24042702508764677,0.3306335366241026,0.3740393020890943,0.1438894207496408,0.09549632675557256,0.12969040058351336,0.035697206128671305,0.05351339233498383,0.07558309226882767
107,0.32577483858668627,0.3058181594901202,0.19225594058426101,0.2520424994503809,0.30814605633274217,0.1816646413639805,0.13488719428927995,0.07832346677474653,0.11798884943495562,0.017936958743659397,0.06462581991175466,0.13054943540350938,0.16614116517466834,0.11295117315158575,0.13226010398310503,0.11418353145727596,0.11818524103442168,0.04357724874537588,0.17785605094334,0.22719827576982884,0.29874057047059316,0.305457646569559,0.23558820573846356,0.32908558174251457,0.379597030781293,0.14960281211518084,0.11132253886884734,0.15084553599102843,0.04079937330722915,0.05976071587155467,0.057388220694616944
108,0.32783331645121805,0.30302964546005984,0.2614151387029409,0.3390799171928947,0.33141465818075555,0.3120229441757453,0.1831878817517284,0.09339265632050761,0.1345426402559712,0.0243448861131459,0.11070596079242868,0.202172444472823,0.23787552122900885,0.20653741812871923,0.18420041313576552,0.16634576029381287,0.18272014671899764,0.08342510186066893,0.2214772773948411,0.2620573191514765,0.32133496265999906,0.3060300935673922,0.2622640260360746,0.3487268007718445,0.3912905611166315,0.16187862681835102,0.12715816629539584,0.16658667577043945,0.047965759821571294,0.06731975258571535,0.0872584121999809
109,0.3244641013964784,0.29944285320970127,0.2589047564646229,0.3376359999395898,0.32967630700671596,0.31341300846327913,0.17852982410654583,0.09562791322893735,0.1373988945131655,0.024942588517534912,0.106633990005094,0.20519157955515033,0.23979794492249,0.19996983463528661,0.1785304002658948,0.15066382098165287,0.18374750243376647,0.06452802609567712,0.21190918232631636,0.25324829367221385,0.3133996413850855,0.29764997157985307,0.25144241661311323,0.34050783076719454,0.3847448544143122,0.14325464525031653,0.12879305975905486,0.16835458795871514,0.046954526669877955,0.06578265849002965,0.08151065064925278
110,0.32746146438187484,0.30334594663281483,0.2629172585313133,0.3418725913508371,0.33423769071686094,0.31371123579995974,0.18187216690610097,0.09583454026579921,0.13786552746264757,0.02509711246264662,0.10774811969646667,0.2027916664079871,0.24024092225866692,0.20346483841481017,0.18293816888065298,0.1533309778892731,0.18727458097294147,0.08245431643128417,0.221122726318145,0.2632715590259978,0.32354507387261533,0.30798929682485593,0.26364949765909224,0.35257111395614976,0.3963494120774335,0.16042518333518155,0.13006322283114893,0.1702684284987748,0.04844587662624065,0.06793002785997991,0.08693809917628062
111,0.33236084577542563,0.30745834069577527,0.2695036823929994,0.3482250021407933,0.34022121894569457,0.3338072621958912,0.18594140946103352,0.1016829320178294,0.14436412041094213,0.027613745636393714,0.10702966357048252,0.21726540220992782,0.2517596232015086,0.21459875304947323,0.19277818894218338,0.16221838104226655,0.185929222584225,0.08249267700443498,0.2289369117970835,0.271357538818396,0.33037080333950114,0.31437029647697723,0.2712321152774741,0.35881388737419995,0.40190433369341144,0.16752257085908412,0.13656770124670545,0.17744856987404167,0.05136380491586361,0.07128342280738044,0.08830208441546276
112,0.29337747608253817,0.27060312340569187,0.20481993390323033,0.28905324450967296,0.28339835033219024,0.2706204798619143,0.11356765075270601,0.04535462970546622,0.0726167767938027,0.009829835291301194,0.06576163003381298,0.14843716161843648,0.1994613951694694,0.13226004024358679,0.110638773261349,0.0870113314788956,0.11139551336777409,0.0390154847534472,0.15702805312668494,0.19861555323014676,0.2720558473926249,0.26332752325888903,0.21148243124118477,0.3067690752085155,0.3538213933374841,0.11850299938189882,0.07217366316397152,0.10058283340899289,0.02621059108823448,0.04121434214537624,0.0635218512827914
113,0.33499433831355363,0.3094321019225055,0.2722397708733662,0.3501190789747914,0.34433422500891786,0.31670050375586184,0.18794758015985713,0.10344431811538861,0.14675398695153496,0.028293018360800285,0.10878383291476258,0.2100956656826234,0.24680385857192488,0.21327029916290347,0.19444058812475634,0.17161395185062805,0.19437444012516197,0.08429705741301062,0.2350198748242672,0.2777946174046659,0.33659534094050003,0.32069553127276823,0.2781785775678542,0.3665012718941826,0.41001377539233064,0.17689628910336952,0.13928065238319476,0.18112742352387814,0.05284341300446248,0.07311745014414715,0.08949292620771972
114,0.3346857033068954,0.31070886242800877,0.2736893361307864,0.3521780585717515,0.34426985119383685,0.3265864481453896,0.18867733439879655,0.10694082077579749,0.15054666758194785,0.02976643002130988,0.11203224766805704,0.21176070107823136,0.2547672181643199,0.21585177552973778,0.1980529349842228,0.17167053969869883,0.1944840588647045,0.08788655543405893,0.2336986413600055,0.2758248310421313,0.333798544178387,0.31761441133269774,0.2749016386072367,0.3627156140175956,0.406176886058222,0.16963622574190593,0.14234722669998445,0.1842655607092761,0.05350297811734653,0.07358941821747844,0.08906308566645513
115,0.32505480655858404,0.303502839668944,0.24689550355958817,0.3243228455205358,0.33116166350209647,0.27285519279779763,0.165886453710289,0.08588362839037374,0.12669338252551468,0.020978555230292087,0.0949480476813657,0.1889631447103923,0.22700047484678001,0.17943627920739477,0.16849144558834095,0.13556229339410647,0.16694019932170623,0.05888370213347597,0.21071428684278115,0.25606052512679056,0.321874457337368,0.3076155685832287,0.2616975916147289,0.35405900939255036,0.3994209939458382,0.15881279574008914,0.11990778126451816,0.15954301691392475,0.044507908732806405,0.06379715688674115,0.08139372967905224
116,0.31804551373491585,0.29332016902241875,0.2452506501931426,0.32417903987637964,0.318685728683982,0.28482478656017624,0.16530969616173413,0.08108809411010033,0.12037175116967744,0.01927508451120062,0.09497555291089946,0.18495065117566592,0.2218565531038226,0.18165582446915227,0.162777069317753,0.14743237817612542,0.1708742315632467,0.06188110374322538,0.20005031727303177,0.241392102347268,0.3050860045060386,0.2909935017210763,0.2437071494559277,0.33469726260063964,0.37963742105826526,0.14209894769119805,0.11297410557529751,0.15075749309663455,0.041232059200428536,0.05933096955644529,0.08213550482775062
117,0.3184200109181755,0.293542506691752,0.24565078064542742,0.32523331081573953,0.3175554022585134,0.31581156074573696,0.1626579870662929,0.07917495732103988,0.1174385810526075,0.01874904087753094,0.09532008571912551,0.19296278480768483,0.2305901962295632,0.1882499491081141,0.16432468095239952,0.1370366299245162,0.1678429687176123,0.06143793624341355,0.20072255902385439,0.24267334391188364,0.30637115569184087,0.29186472676610065,0.24559361598032428,0.33482788406901937,0.378357741518832,0.14585135413994804,0.11110198358803015,0.1480257094238133,0.041021311880314736,0.059243831714719676,0.07882689335723135
118,0.31617267162553103,0.2916280025401337,0.23867970554111112,0.3186170456326811,0.3113440570053003,0.3145307860875701,0.15612744318130647,0.06758241550409165,0.10246837538930911,0.01549686506371027,0.0887935163670797,0.1888951512110609,0.22902725003907856,0.18219471421516134,0.15867723514162796,0.14349213942385897,0.1575729711848292,0.05724394828021633,0.19742226888409356,0.23950759375414654,0.304801033699976,0.29156187028485214,0.24532981141921742,0.3333344215199791,0.37500892887406984,0.15011456413846436,0.09914269856984284,0.13394723500747388,0.037784643282725926,0.055988758782201414,0.0816911521480087
119,0.3398634930888987,0.3152434915918574,0.28740723547503483,0.3636161678065595,0.35538886099906175,0.34171362545336076,0.20026132216379283,0.12169611675812816,0.166277758418199,0.03699887212958877,0.12424964397489942,0.22653843122356704,0.2647786561269302,0.23635651852940384,0.2138632427248393,0.18260416458308984,0.20038288755125913,0.08756346805891145,0.25124276520618527,0.2905997522349654,0.34457127902371687,0.3278504652281472,0.2878766043723554,0.3718055637660815,0.4131380092536016,0.18087887048513715,0.15826036887467393,0.20049405669488102,0.06072778887097938,0.08106309946495224,0.09148013601265956
120,0.305223832120158,0.28072858067210077,0.22146220854633075,0.3028784850569866,0.2955754117885943,0.30309895210587157,0.13421862109524776,0.05563241672935765,0.08668381907548288,0.012361024093884614,0.07891077214896064,0.16968272190536482,0.21524360689735528,0.1575787022267737,0.13672334998958985,0.10347527772120996,0.13449577448475003,0.04794269660613358,0.1766604049372084,0.21839394142145552,0.2877994467400499,0.27585021331081017,0.22800038434143624,0.3173007874710489,0.3608172476540479,0.1333550904774486,0.08476657594758158,0.11636388675629836,0.03148097221747015,0.04835556051317901,0.07120224324227098
121,0.34103267418828465,0.3164311550625159,0.28879278545764026,0.3652887639487299,0.3571012719399334,0.34301212631017636,0.19879459316071044,0.12107681024907758,0.1655064958508199,0.03681728761746287,0.12491701793797516,0.2280465662738622,0.266513811275521,0.23952959515316416,0.22362776409882834,0.1752605706697579,0.20519175207649037,0.09839469417196905,0.2544540039148677,0.29427875751322413,0.348723330963625,0.33200871255281156,0.2925927786930984,0.37648219764046936,0.41758799182923456,0.18923477323417923,0.15805874587479962,0.20024246209657254,0.06121410722896849,0.08171416565723076,0.0918517601583952
122,0.33570418158424875,0.31192538125845165,0.2773158545867656,0.35432579115407986,0.34634405837612225,0.3406481622768916,0.19370352500162374,0.10895042219319132,0.1515184327938186,0.03125803201489328,0.11896233226684748,0.21541964567306654,0.25769271658465076,0.22812783700080694,0.21356836055325754,0.16883765833156605,0.1962533283726294,0.08723281759249311,0.2404752017434024,0.2807458644468757,0.3366482489090615,0.3206402910744399,0.2792233556592614,0.3634717577781032,0.4043614026449448,0.1768589810347022,0.1442272295529778,0.18489324730584636,0.055509541711306565,0.07565165479001061,0.09032772131320974
123,0.3313481953893543,0.30739148410915995,0.2680684837798194,0.3449036287574379,0.33823098038555277,0.30347345573065737,0.18702153730276122,0.10162761468867883,0.14430037273559196,0.027579352251121864,0.1100814656086178,0.20609941016968167,0.24205845986291413,0.20887167952400265,0.19474597119384243,0.15764553053131214,0.1920059036070539,0.08494875732193444,0.22870160242431492,0.26893211724438326,0.3269065986610687,0.311278958411483,0.268053235967952,0.35488481417628237,0.3979169803511602,0.1649945808447325,0.1362204299208893,0.17716558314665065,0.051219959958194,0.07086289790267043,0.08848842694194461
124,0.33112045273159557,0.3082804119879074,0.24203950201650373,0.3106057789435327,0.33514690751371384,0.2355330875997013,0.17911861614047958,0.10012034842836326,0.14345815242927998,0.026462251794911892,0.09677448562859907,0.1825467460269784,0.21747532374762663,0.17710306170684456,0.18609947368078644,0.15143943938057908,0.16961176693101282,0.05314465062641567,0.2153437636895322,0.25885684715962226,0.3219937512920432,0.31402155859170156,0.2639066899390862,0.3544949932104599,0.40101560569636907,0.16139121202741288,0.13505379307270882,0.17708122258617814,0.04985444447949173,0.06958098345777858,0.08483280150713655
