case,A10-3,A10-4,A20-1,A20-3,A20-4,BR1,DR1,G20-1,G20-2,G20-4,HR2,HR4,HR5,HS1,HS2,LR1,LS2,LS3,PK1-1,PK1-2,PK1-3,PK1-4,PK2-1,PK2-2,PK2-3,PK2-4,PK6-3,PK6-4,PW3-2,PW3-3,TR1
36,0.2935701300734688,0.2692823652540254,0.20798933002500136,0.2894100552257235,0.2821600008211882,0.2884640306154496,0.12385645685180001,0.05281887579459191,0.08270817588796013,0.011461324935282352,0.06887718352059925,0.1533100085355988,0.19949359042079287,0.14217823775443666,0.11958966381826291,0.0965374418317133,0.11872031121945813,0.0422722598297981,0.15826062012991557,0.19740289421620835,0.26588905233062327,0.2555367318805278,0.20524824401802527,0.29699274291386346,0.3424136393112731,0.11307308305361444,0.07955916098685521,0.10922543964922257,0.02821527836807488,0.043101836133641554,0.06505605026313173
37,0.3412068538437496,0.3165926128227741,0.28875759727993955,0.36529183450568936,0.35823877536650645,0.3233252726031444,0.19811074616584592,0.12280684464883553,0.1681475316057434,0.03723160933141337,0.12356568546698263,0.22637167939495748,0.25840696369228844,0.23225123337403947,0.21378181374783603,0.17497456552194846,0.20510079619084998,0.08845101176254945,0.25392379446886526,0.29437633221730186,0.3492012990753383,0.3324134160136115,0.292964222904922,0.37844965337366204,0.4207808674104264,0.18750658562762346,0.16024702751079992,0.20349780849649912,0.06140281498581388,0.08199052379070032,0.09181844888053943
38,0.313396954844678,0.28835125601772676,0.23694268954521117,0.3178765294514937,0.31023246169786867,0.3072134528142896,0.15032644263716505,0.07399139368233355,0.11125348530415193,0.016659326634790316,0.0850601276616544,0.18495396560204408,0.2230374240648518,0.17440121433684286,0.1505904213818921,0.1284705788214561,0.14890746708705457,0.05409676222320721,0.18737857441426278,0.2314496241069026,0.2959707106073584,0.2821217787287933,0.23350021069000537,0.3258023465011158,0.3711096832779386,0.1325981626091837,0.10489198750301748,0.14073653220550708,0.0376347693266733,0.055023044840970724,0.07504800979244279
39,0.339377419896532,0.3156713885855264,0.2647880932906597,0.329829092032072,0.3510430765573974,0.2823513139147371,0.20198787224183692,0.11947427832959975,0.1647673640910678,0.03539720275122364,0.11225717309376151,0.2032778084164271,0.23646853855320815,0.20810775523926928,0.20966831409097506,0.17263687617718332,0.17723154660185517,0.062234110377877974,0.24260770578961074,0.2829263647116322,0.34089029828081807,0.3303931462478374,0.28715591979358673,0.3729644066854481,0.41698051794559365,0.18636656246203215,0.15643201541672394,0.20019869536201185,0.05996588692915003,0.08043221809250284,0.09516308137678538
40,0.327533256461658,0.3026797239327508,0.2632228361903858,0.342057449724921,0.3339830627953942,0.3363019422919678,0.18126482060368077,0.09637232464538313,0.13739167182836692,0.025513139025312864,0.10786065460240682,0.2078580277742825,0.2446667064147785,0.20881123330765042,0.18490529107876072,0.15262799535522012,0.17887929795293217,0.0652790515955452,0.21972427745116804,0.2619932656617802,0.32197215598975215,0.30597152456208626,0.26166001983471077,0.3491468414295735,0.3915369594479476,0.15707214504610317,0.13003056523342113,0.16931356567050382,0.04851707053933922,0.06793417071168495,0.0829449771485854
41,0.3334212306541234,0.3097322806470752,0.25091867963026454,0.32027167266749285,0.3409795124595714,0.251863554763957,0.18356248028320143,0.10792843179257981,0.1523307190138628,0.02976264741416571,0.10109593783684635,0.1927598738640544,0.22412083433816316,0.18785863758400392,0.19516118224034512,0.16281200829883719,0.17832397696145313,0.06553944250471005,0.22245710931939702,0.26488772828424506,0.326038664929971,0.3159362029629302,0.2686904909876435,0.3586541916220499,0.40457195944559715,0.1624893088917389,0.14327261975783573,0.18627346557478228,0.053016089918780554,0.07297985790010336,0.0871045438125144
42,0.3136933909100362,0.29218996327286534,0.22952978685498185,0.30810982075046706,0.31241578130992004,0.2627748282136054,0.14783138550378172,0.0681230351585964,0.10428170813929415,0.0152749541223309,0.08155909856998873,0.17235532806635126,0.21271507235984585,0.15948593777599251,0.15083846461035624,0.11468683982596348,0.1423993080697696,0.05363326139540273,0.18970048141711002,0.23291543161656914,0.30174731061922494,0.2898505261308238,0.2404609544898789,0.3337482419748468,0.3794472482833548,0.14141617778086343,0.09930405464190005,0.13499774439251294,0.03653085631039414,0.05416878208321601,0.07562291632874527
43,0.33437420724690986,0.31046624371009884,0.26892020784203857,0.3425287458737601,0.34668774590461704,0.2940673110411228,0.1928258850087629,0.11283653973151005,0.1573417097979593,0.03217894225968863,0.11199376011600912,0.20574116114549665,0.24368086966308103,0.20820620872742093,0.20531503076177987,0.16354562185794772,0.18793854043959501,0.09575104226386215,0.23307026007161077,0.2729363891553754,0.3308494054751338,0.31633500519757685,0.27336694557866303,0.360731550220845,0.4044285570292298,0.16383742200253987,0.1481934606808123,0.19109262624187853,0.05537782955168761,0.07533674362843919,0.08960176157590756
44,0.33467013651821037,0.3108799211534407,0.27535169367628204,0.3521509511865971,0.34419243809884303,0.34537018186753526,0.1922564852131464,0.10720579868442195,0.1496840875364024,0.030464032008544153,0.11637828637416102,0.21381135135009302,0.2524610028870293,0.2265792476517139,0.21156299877866322,0.16511999533446534,0.19624160861317816,0.09551392497067006,0.2384185990667426,0.27821349277856855,0.33425730501139644,0.31833657483918015,0.2766300488355283,0.36072901152654346,0.4015841749310042,0.17482180893891489,0.14220091843775579,0.18283810113021856,0.05465747646539,0.07466127167630057,0.09003132472776051
45,0.336342744025876,0.31479330535680194,0.20266387130118801,0.2548960954350237,0.3181219129402233,0.21150434449640237,0.18250182257902572,0.11280666155448149,0.15797473332686074,0.03180717095002159,0.08329611368272458,0.1550919812616649,0.18650535851491035,0.14991494498984317,0.15855670534927258,0.13843784749538282,0.13490154599199142,0.0804293686831119,0.2060954069086205,0.24874114947271875,0.30960185628983106,0.32293295419309836,0.2568057376015993,0.34431941036710006,0.39219834452739655,0.16788406797704272,0.14704349874871575,0.19274753815883097,0.05556087372121669,0.07587568085347172,0.07562330902781991
46,0.33839294929045605,0.3138512179294078,0.28214436403534954,0.35854379238120354,0.3505170539477652,0.33767899010737756,0.19789469892301748,0.1134797281561289,0.15690132656030092,0.033292981943344804,0.12136040949550389,0.22133806839628156,0.2620695768284292,0.23433779809860295,0.2070015002043604,0.17587106940822245,0.19984082685874377,0.08743191200466016,0.24739180463780733,0.28708287850537617,0.34191416786334883,0.3258824169345443,0.28556791926749786,0.3689455169493021,0.40976593106647163,0.18406559710257286,0.14946550663966207,0.19098271906559366,0.057929971906433196,0.07822817484383528,0.0911874806028785
47,0.3150480923774279,0.2899919568918484,0.2404081500040801,0.3206785961375614,0.31282325312009146,0.3170604777921115,0.15667376169313416,0.07702667234157753,0.11471271284664299,0.0178137887985663,0.08926718466328001,0.18755153028110128,0.2252981776142322,0.18041014269683456,0.15295912030387912,0.13116697536480404,0.15101063761083536,0.05555283123417201,0.19146985026981045,0.23373071116248206,0.29813682629594124,0.2839767328211285,0.23600974809917355,0.32662089092102664,0.3707827373014478,0.13454965511854608,0.10814925352664849,0.1442950527410489,0.03903019289773228,0.05665991143196896,0.07632445226417343
